id,name,price,brand
2,Refrigerante Pepsi Twist Garrafa,4.99,Pepsi
60,Refrigerante Cola Pepsi Garrafa,4.49,Pepsi
93,Refrigerante Guaraná Antarctica 269ml,1.49,Guaraná Antarctica
112,Refrigerante Cola Pepsi Garrafa,1.49,Pepsi
245,Refrigerante Guaraná Antarctica Garrafa,4.49,Guaraná Antarctica
302,Refrigerante Cola Zero Açúcar,2.49,Pepsi
400,Refrigerante Coca-Cola Zero,2.59,Coca-Cola
415,Refrigerante Zero Açúcar Guaraná,2.09,Guaraná Antarctica
457,Refrigerante Guaraná Sarandi,4.39,Sarandi
484,Refrigerante Coca-Cola Zero,0.98,Coca-Cola
503,Refrigerante Guaraná Fanta Garrafa,0.97,Fanta
581,Refrigerante Laranja Fanta Garrafa,5.79,Fanta
760,Refrigerante Laranja Zero Adição,5.89,Fanta
794,Refrigerante Coca-Cola Zero,1.19,Coca-Cola
801,Refrigerante Citrus Original Schweppes,2.59,Schweppes
852,Pack Refrigerante Coca-Cola,14.5,Coca-Cola
907,Pack Refrigerante Coca-Cola Zero,17.99,Coca-Cola
952,Refrigerante Lemon Fresh,1.99,Sprite
1042,"Refrigerante Coca-Cola Garrafa 1,5l",5.89,Coca-Cola
1094,Refrigerante Coca-Cola Garrafa 200ml,1.39,Coca-Cola
1193,Kit Refrigerante Coca-Cola +,12.5,Coca-Cola
1215,Refrigerante Mexerica Limão,2.49,Bioleve
1265,Refrigerante Limão Bioleve Zero,4.99,Bioleve
1268,Refrigerante Laranja Sukita Lata,2.39,Sukita
1511,Refrigerante Citrus Schweppes Garrafa,5.29,Schweppes
1537,Refrigerante Guaraná Zero Açúcar,3.69,Fruki
1611,Refrigerante Uva Sukita Garrafa,4.29,Sukita
1692,Refrigerante Coca-Cola Lata 220ml,2.09,Coca-Cola
1697,Refrigerante Limão Açúcares,5.69,Sprite
1788,Refrigerante Cola Pepsi Garrafa,3.29,Pepsi
1810,Refrigerante Coca-Cola Zero,9.29,Coca-Cola
1909,Refrigerante Guaraná Antarctica Garrafa,6.99,Guaraná Antarctica
1929,Refrigerante Cola Pepsi Garrafa,3.99,Pepsi
