id,name,price,brand
6,Leite Pó Instantâneo,13.99,CCGL
10,Refresco Pó Tangerina,0.49,Frisco
15,Tempero Pó Sabor,3.69,Maggi
44,Tempero Pó,5.39,Knorr
45,Achocolatado Pó Original,4.79,Toddy
70,Refresco Pó Maracujá,1.19,Tang
113,Tempero Pó Cebola,2.15,Maggi
125,Achocolatado Pó Original,24.99,Toddy
168,Adoçante Pó Forno,12.99,Lowçucar
181,Adoçante Pó Stevia,11.99,Linea
197,Refresco Pó Goiaba,0.49,Frisco
200,Chocolate Pó Solúvel,18.5,Nestlé
206,Gelatina Pó Abacaxi,1.49,Dr. Oetker
242,Fermento Químico Pó,3.29,Dr. Oetker
303,Refresco Pó Tangerina,1.09,Tang
305,Leite Pó Instantâneo,12.5,Italac
332,Refresco Pó Caju,0.97,Tang
336,Refresco Pó Laranja,1.09,Tang
367,Gelatina Pó Abacaxi,2.79,Royal
384,Refresco Pó Mid,0.99,Aji-No-Moto
444,Refresco Pó Uva,1.09,Tang
460,Achocolatado Pó Zero,13.99,Lowçucar
465,Refresco Pó Manga,0.49,Frisco
469,Achocolatado Pó Light,14.5,Toddy
590,Refresco Pó Goiaba,1.09,Tang
598,Leite Pó,19.99,Capprys
680,Gelatina Pó,6.29,Royal
717,Refresco Pó Uva,0.64,Fresh
737,Refresco Pó Mid,0.99,Aji-No-Moto
809,Pó Gelatina Diet,3.59,Dr. Oetker
815,Caldo Pó Picanha,2.19,Sazón
843,Leite Pó Instantâneo,15.49,Nestlé
849,Caldo Pó Camarão,2.19,Sazón
850,Tempero Pó,5.29,Knorr
869,Achocolatado Pó Original,10.99,Toddy
900,Gelatina Pó Morango,1.19,Royal
961,Refresco Pó Guaraná,1.09,Tang
963,Gelatina Pó Abacaxi,3.59,Dr. Oetker
981,Refresco Pó Mid,0.99,Aji-No-Moto
989,Refresco Pó Morango,1.09,Tang
990,Tempero Pó,5.29,Kitano
1002,Café Solúvel Pó,14.99,Iguaçu
1017,Refresco Pó Mid,0.99,Aji-No-Moto
1091,Refresco Pó Limão,1.19,Fit
1139,Refresco Pó Maracujá,0.85,Frisco
1165,Refresco Pó Mid,0.99,Aji-No-Moto
1251,Achocolatado Pó Nestlé,2.89,Nestlé
1255,Tempero Pó Sazón,2.19,Aji-No-Moto
1257,Cominho Pó Kitano,5.39,Kitano
1258,Pó Sorvete Limão,6.69,Dr. Oetker
1262,Leite Pó Instantâneo,31.5,Nestlé
1301,Gelatina Pó Limão,1.39,Dr. Oetker
1368,Chantilly Pó Dr.,7.49,Dr. Oetker
1408,Refresco Pó Uva,1.09,Tang
1507,Pó Preparo,70.99,Nestlé
1544,Gelatina Pó Uva,2.79,Royal
1546,Pó Flan Baunilha,5.39,Dr. Oetker
1551,Gelatina Pó Maracujá,1.39,Dr. Oetker
1678,Pó Maria Mole,3.99,Dr. Oetker
1716,Tempero Pó,4.89,Knorr
1724,Refresco Pó Uva,1.29,Clight
1756,Leite Pó Instantâneo,26.99,Piracanjuba
1814,Refresco Pó Mid,0.99,Aji-No-Moto
1836,Adoçante Pó Sucralose,9.79,Linea
1869,Leite Pó Integral,15.49,Nestlé
1872,Leite Pó Instantâneo,28.99,La Serenissima
1887,Adoçante Pó Stevia,18.5,Lowçucar
1902,Gelatina Pó Uva,1.29,Royal
1918,Fermento Químico Pó,2.79,Dr. Oetker
1931,Tempero Pó,5.39,Knorr
1954,Achocolatado Pó Original,8.29,Toddy
2074,Leite Pó Instantâneo,13.99,La Serenissima
2153,Creatina Pó Midway,52.9,Midway
2179,Gelatina Pó,5.19,Dr. Oetker
2190,Caldo Pó Legumes,5.19,Knorr
2252,Tempero Pó Alho,5.29,Knorr
2265,Caldo Pó Galinha,2.19,Sazón
2278,Refresco Pó Mid,0.99,Aji-No-Moto
2323,Chá Pó Pêssego,1.19,Aji-No-Moto
2331,Refresco Pó Limão,0.64,Fresh
2340,Refresco Pó Guaraná,0.89,Frisco
2366,Pó Sorvete Maracujá,6.69,Dr. Oetker
2384,Adoçante Pó Eritritol,25.9,Zero Cal
2395,Fermento Químico Pó,7.59,Dr. Oetker
2405,Refresco Pó Limão,1.09,Tang
