id,name,price,brand
27,Café Torrado Moído,15.99,3 Corações
97,Café Torrado Grãos,54.99,Café do Ponto
147,Café Torrado Moído,9.89,Caboclo
252,Café Torrado Moído,7.99,Melitta
275,Café Cápsula Selection,18.88,Octavio
376,Café Torrado Moído,9.69,Café Pelé
407,Café Torrado Moído,10.99,Café Brasileiro
491,Café Torrado Moído,15.99,Baggio
514,Café Torrado Moído,12.99,Café do Ponto
520,Café Cápsula Torrado,12.9,Spress
569,Café Cápsula Achocolatado,24.99,Dolce Gusto
575,Café Torrado Moído,23.9,Baggio
589,Café Cápsula Espresso,22.99,Dolce Gusto
633,Café Cápsula Lungo,22.99,Dolce Gusto
661,Café Torrado Moído,9.89,Caboclo
662,Café Cápsula Torrado,21.5,Pilão
747,Café Cápsula Torrado,17.99,Café Centro
798,Café Cápsula Colômbia,15.5,Top Chef
921,Café Torrado Moído,13.99,Pilão
973,Café Torrado Moído,12.99,Café do Ponto
991,Café Cápsula Espresso,18.99,Tres
1044,Café Cápsula Kopenhagen,19.9,Kopenhagen
1071,Café Torrado Moído,12.99,Pilão
1195,Café Torrado Moído,16.5,Café do Centro
1234,Café Cápsula Espresso,29.5,L'or
1261,Café Torrado Moído,7.79,3 Corações
1311,Café Cápsula Ristretto,15.5,Top Chef
1332,Café Torrado Moído,10.99,Café Alvorada
1552,Café Torrado Moído,10.99,Café Brasileiro
1606,Café Cápsula Espresso,18.99,Tres
1634,Café Torrado Moído,9.89,Caboclo
1700,Café Cápsulas Café,22.99,Dolce Gusto
1719,Café Cápsula Vanilla,19.9,Baggio
1760,Café Torrado Moído,19.99,Octavio
1787,Café Cápsula Torrado,19.9,Baggio
1808,Café Cápsula Torrado,23.99,L'or
1812,Café Sachê Torrado,16.5,Pilão
1846,Café Torrado Moído,11.99,Pimpinela
1919,Café Torrado Moído,13.5,Pilão
1925,Café Torrado Moído,7.99,Melitta
1952,Café Cápsula Torrado,25.5,Starbucks
1965,Café Torrado Moído,17.99,Melitta
1983,Café Cápsulas Torrado,24.5,Illy
2006,Café Cápsula Cappuccino,15.99,Tres
2037,Café Torrado Moído,20.99,3 Corações
2087,Café Torrado Moído,12.99,Café do Ponto
2154,Café Cápsula Quênia,15.5,Top Chef
2158,Café Torrado Moído,21.99,Baggio
2205,Café Cápsula Roma,15.5,Top Chef
2324,Café Torrado Moído,9.19,Evolutto
2389,Café Torrado Moído,18.99,Melitta
2396,Café Cápsula Espresso,22.99,Melitta
2491,Café Torrado Moído,9.99,Café Pelé
2530,Café Torrado Moído,18.99,Top Chef
2554,Café Cápsula Espresso,19.99,L'or
2599,Café Cápsula Espresso,21.5,Pilão
2622,Café Cápsula Caffè,22.99,Dolce Gusto
2656,Café Cápsula Lungo,26.5,Starbucks
2707,Café Cápsula Filtrado,15.99,Tres
2720,Café Cápsula Rubi,18.88,Octavio
2731,Café Cápsula Latte,24.99,Dolce Gusto
2789,Café Torrado Moído,14.99,Pilão
2814,Café Torrado Moído,11.99,Bom Jesus
2934,Café Torrado Moído,10.99,Damasco
2988,Café Cápsula Baggio,19.9,Baggio
2999,Café Torrado Moído,12.99,Café do Ponto
3019,Café Torrado Moído,7.69,Alvorada
3095,Café Cápsula Caseiro,27.99,Nescafé
3138,Café Torrado Moído,26.5,Starbucks
3144,Café Torrado Moído,11.99,3 Corações
3157,Café Torrado Moído,6.85,Café Pelé
3207,Café Torrado Moído,6.19,3 Corações
3211,Café Cápsula Espresso,15.5,Tres
3225,Café Torrado Moído,10.99,Damasco
3244,Café Torrado Moído,15.99,Melitta
3335,Café Cápsula Cappuccino,15.99,Tres
3500,Café Torrado Moído,14.99,Pilão
3506,Café Torrado Moído,23.9,Baggio
3517,Café Cápsula Espresso,27.5,Pilão
3551,Café Torrado Moído,13.99,Pilão
3576,Café Torrado Moído,6.49,Caboclo
3579,Café Torrado Moído,12.5,Pilão
3676,Café Torrado Moído,10.99,Damasco
3694,Café Torrado Moído,13.99,3 Corações
3706,Café Cápsulas Torrado,24.5,Illy
3709,Café Cápsula Autêntico,17.99,.br
3733,Café Cápsulas Torrado,19.99,L'or
3745,Café Cápsula Descafeinado,15.5,Top Chef
3786,Café Cápsula Filtrado,15.99,Tres
3797,Café Torrado Moído,12.99,Melitta
3808,Café Torrado Moído,18.9,Baggio
3820,Café Cápsula Aroma,19.9,Baggio
3833,Café Torrado Grãos,57.99,Melitta
3964,Café Cápsula Espresso,20.99,Tres
4050,Café Cápsula Lungo,54.99,Pilão
4188,Café Cápsula Espresso,22.99,Melitta
4191,Café Cápsula Espresso,22.99,Melitta
4234,Café Cápsula Aromas,19.9,Baggio
4257,Café Torrado Moído,8.99,Confiare
4450,Café Cápsula Romântico,17.99,.br
4491,Café Torrado Moído,8.89,Café Pelé
4561,Café Cápsula Extra,19.9,Baggio
4585,Café Cápsula Lungo,21.5,Pilão
4636,Café Torrado Moído,26.5,Starbucks
4649,Café Torrado Moído,12.99,Café do Ponto
4723,Café Cápsula Torrado,19.9,Baggio
4736,Café Torrado Moído,8.99,Moka
4776,Café Torrado Moído,8.49,Confiare
4785,Café Cápsula Mocha,22.99,Dolce Gusto
4819,Café Cápsula Espresso,17.99,3 Corações
4840,Café Torrado Moído,16.5,Café do Centro
4886,Café Torrado Moído,11.99,3 Corações
4894,Café Torrado Moído,11.5,Bom Jesus
4898,Café Torrado Moído,21.5,Octavio
4922,Café Cápsula Torrado,19.9,Baggio
4998,Café Torrado Moído,8.99,Melitta
