id,name,price,brand
548,Azeitona Verde com Caroço,4.89,La Violetera
1111,Azeitona Verde sem Caroço,4.49,Confiare
1114,Azeitona Verde com Caroço,15.99,Top Chef
2429,Azeitona Verde com Caroço,6.49,La Violetera
2919,Azeitona Verde sem Caroço,8.59,Confiare
2928,Azeitona Verde com Caroço,7.19,Confiare
3276,Azeitona Verde com Caroço,17.99,Confiare
3356,Azeitona Verde com Caroço,12.5,Confiare
3671,Azeitona Verde sem Caroço,10.5,Raiola
3941,Azeitona Verde Sem Caroço,13.99,Confiare
4709,Azeitona Verde sem Caroço,16.99,Top Chef
