id,name,price,brand
6,Leite em Pó Instantâneo,13.99,CCGL
305,Leite em Pó Instantâneo,12.5,Italac
843,Leite em Pó Instantâneo,15.49,Nestlé
1262,Leite em Pó Instantâneo,31.5,Nestlé
1756,Leite em Pó Instantâneo,26.99,Piracanjuba
1872,Leite em Pó Instantâneo,28.99,La Serenissima
2074,Leite em Pó Instantâneo,13.99,La Serenissima
2636,Leite em Pó Instantâneo,14.99,Nestlé
2885,Leite em Pó Instantâneo,28.99,Nestlé
3101,Leite em Pó Instantâneo,23.5,Nestlé
3182,Leite em Pó Instantâneo,11.99,La Serenissima
3281,Leite em Pó Instantâneo,4.19,CCGL
4675,Leite em Pó Instantâneo,16.5,Piracanjuba
