id,name,price,brand
589,Café em Cápsula Espresso,22.99,Dolce Gusto
991,Café em Cápsula Espresso,18.99,Tres
1234,Café em Cápsula Espresso,29.5,L'or
1606,Café em Cápsula Espresso,18.99,Tres
2396,Café em Cápsula Espresso,22.99,Melitta
2554,Café em Cápsula Espresso,19.99,L'or
2599,Café em Cápsula Espresso,21.5,Pilão
3211,Café em Cápsula Espresso,15.5,Tres
3517,Café em Cápsula Espresso,27.5,Pilão
3964,Café em Cápsula Espresso,20.99,Tres
4188,Café em Cápsula Espresso,22.99,Melitta
4191,Café em Cápsula Espresso,22.99,Melitta
4819,Café em Cápsula Espresso,17.99,3 Corações
