id,name,price,brand
1346,Espumante Brasileiro Branco Brut,26.99,Aurora
1821,Espumante Brasileiro Branco Brut,23.5,Garibaldi
2076,Espumante Brasileiro Branco Brut,54.99,Casa Perini
2135,Espumante Brasileiro Branco Brut,29.99,Salton
2762,Espumante Brasileiro Branco Brut,25.99,San Martin
2915,Espumante Branco Brut Brasileiro,99.99,Chandon
2958,Espumante Branco Brut Brasileiro,25.99,Terranova
3089,Espumante Branco Brut Brasileiro,51.5,Salton
3540,Espumante Branco Brut Brasileiro,82.5,Casa Valduga
3887,Espumante Branco Brut Brasileiro,28.5,Garibaldi
4003,Espumante Branco Brasileiro Brut,21.5,Santa Colina
4371,Espumante Brasileiro Branco Brut,15.99,Aurora
4728,Espumante Brasileiro Branco Brut,34.99,Conde Foucald
