id,name,price,brand
27,Café Torrado e Moído,15.99,3 Corações
147,Café Torrado e Moído,9.89,Caboclo
252,Café Torrado e Moído,7.99,Melitta
376,Café Torrado e Moído,9.69,Café Pelé
407,Café Torrado e Moído,10.99,Café Brasileiro
491,Café Torrado e Moído,15.99,Baggio
514,Café Torrado e Moído,12.99,Café do Ponto
575,Café Torrado e Moído,23.9,Baggio
661,Café Torrado e Moído,9.89,Caboclo
921,Café Torrado e Moído,13.99,Pilão
973,Café Torrado e Moído,12.99,Café do Ponto
1071,Café Torrado e Moído,12.99,Pilão
1195,Café Torrado e Moído,16.5,Café do Centro
1261,Café Torrado e Moído,7.79,3 Corações
1332,Café Torrado e Moído,10.99,Café Alvorada
1552,Café Torrado e Moído,10.99,Café Brasileiro
1634,Café Torrado e Moído,9.89,Caboclo
1760,Café Torrado e Moído,19.99,Octavio
1846,Café Torrado e Moído,11.99,Pimpinela
1919,Café Torrado e Moído,13.5,Pilão
1925,Café Torrado e Moído,7.99,Melitta
1965,Café Torrado e Moído,17.99,Melitta
2037,Café Torrado e Moído,20.99,3 Corações
2087,Café Torrado e Moído,12.99,Café do Ponto
2158,Café Torrado e Moído,21.99,Baggio
2324,Café Torrado e Moído,9.19,Evolutto
2389,Café Torrado e Moído,18.99,Melitta
2491,Café Torrado e Moído,9.99,Café Pelé
2530,Café Torrado e Moído,18.99,Top Chef
2789,Café Torrado e Moído,14.99,Pilão
2814,Café Torrado e Moído,11.99,Bom Jesus
2934,Café Torrado e Moído,10.99,Damasco
2999,Café Torrado e Moído,12.99,Café do Ponto
3019,Café Torrado e Moído,7.69,Alvorada
3138,Café Torrado e Moído,26.5,Starbucks
3144,Café Torrado e Moído,11.99,3 Corações
3157,Café Torrado e Moído,6.85,Café Pelé
3207,Café Torrado e Moído,6.19,3 Corações
3225,Café Torrado e Moído,10.99,Damasco
3244,Café Torrado e Moído,15.99,Melitta
3500,Café Torrado e Moído,14.99,Pilão
3506,Café Torrado e Moído,23.9,Baggio
3551,Café Torrado e Moído,13.99,Pilão
3576,Café Torrado e Moído,6.49,Caboclo
3579,Café Torrado e Moído,12.5,Pilão
3676,Café Torrado e Moído,10.99,Damasco
3694,Café Torrado e Moído,13.99,3 Corações
3797,Café Torrado e Moído,12.99,Melitta
3808,Café Torrado e Moído,18.9,Baggio
4257,Café Torrado e Moído,8.99,Confiare
4491,Café Torrado e Moído,8.89,Café Pelé
4636,Café Torrado e Moído,26.5,Starbucks
4649,Café Torrado e Moído,12.99,Café do Ponto
4736,Café Torrado e Moído,8.99,Moka
4776,Café Torrado e Moído,8.49,Confiare
4840,Café Torrado e Moído,16.5,Café do Centro
4886,Café Torrado e Moído,11.99,3 Corações
4894,Café Torrado e Moído,11.5,Bom Jesus
4898,Café Torrado e Moído,21.5,Octavio
4998,Café Torrado e Moído,8.99,Melitta
