id,name,price,brand
96,Azeite de Oliva Extra,20.99,Cirio 1856
431,Azeite de Oliva Extra,19.49,Borges
696,Azeite de Oliva Extra,41.99,O-Live & Co
941,Azeite de Oliva Extra,26.99,Cirio 1856
1543,Azeite de Oliva Extra,20.99,Cirio 1856
1718,Azeite de Oliva Extra,21.9,Verdeal
1827,Azeite de Oliva Extra,15.99,Santiago
2199,Azeite de Oliva Extra,59.9,Quinta do Castro
2410,Azeite de Oliva Extra,20.99,Cirio 1856
2831,Azeite de Oliva Extra,16.99,Andorinha
2859,Azeite de Oliva Extra,35.99,Gallo
2940,Azeite de Oliva Extra,42.99,Vila Flor
3124,Azeite de Oliva Extra,19.99,Andorinha
3220,Azeite de Oliva Extra,20.99,Coimbra
3705,Azeite de Oliva Extra,25.99,Serrata
3790,Azeite de Oliva Extra,23.99,Gallo
3817,Azeite de Oliva Extra,25.99,Borges
3871,Azeite de Oliva Extra,34.99,Herdade do Esporão
4023,Azeite de Oliva Extra,22.99,Manzanilla
4151,Azeite de Oliva Extra,18.9,O-Live & Co
4160,Azeite de Oliva Extra,23.5,Gomes da Costa
4185,Azeite de Oliva Extra,24.5,Top Chef
4428,Azeite de Oliva Extra,26.99,Borges
4678,Azeite de Oliva Extra,26.5,O-Live & Co
4737,Azeite de Oliva Extra,17.99,Confiare
4774,Azeite de Oliva Extra,21.99,Coimbra
4996,Azeite de Oliva Extra,37.99,O-Live & Co
