id,name,price,brand
62,Bebida à Base de,19.5,A Tal da Castanha
319,Bebida à Base de,3.69,Nestlé
536,Bebida à Base de,15.99,Silk
587,Bebida à Base de,19.5,A Tal da Castanha
628,Bebida à Base de,14.99,Nestlé
1329,Bebida à Base de,16.5,Nature's Heart
1335,Bebida à Base de,5.99,Ades
1434,Bebida à Base de,2.29,Ades
1645,Bebida à Base de,15.99,Silk
1651,Bebida à Base de,5.99,Ades
2223,Bebida à Base de,13.9,Silk
2591,Bebida à Base de,7.09,Nestlé
2918,Bebida à Base de,21.99,Silk
3025,Bebida à Base de,16.99,RisoVita
3359,Bebida à Base de,15.99,Silk
3390,Bebida à Base de,4.39,Yakult
3408,Bebida à Base de,5.69,A Tal da Castanha
3507,Bebida à Base de,16.5,Nature's Heart
3719,Bebida à Base de,16.5,Nature's Heart
3980,Bebida à Base de,5.79,A Tal da Castanha
4121,Bebida à Base de,5.99,Ades
4474,Bebida à Base de,16.5,Nature's Heart
4597,Bebida à Base de,6.89,Ades
4863,Bebida à Base de,14.99,Blue Diamond
4880,Bebida à Base de,18.99,A Tal da Castanha
